First Name,Last Name,Email,Phone,Company Name,City,State,Website,Tags,Source,ICP Category,Contact Title,Review Count,Rating
,,,+12103875827,TEXAS PRIDE Fenceline & Roadside,Boerne,TX,https://www.facebook.com/texasprideflrs/,"Digital Desert, Review Automation Target, Lead Gen Target, 1-5 Reviews, Home Services / Fencing",Google Places,Home Services / Fencing,,3,4
,,,,Shock & Ahhh Pool Service,Boerne,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 1-5 Reviews, Home Services / Pool",Google Places,Home Services / Pool,,3,3.7
,,,+12105561486,Dive In Pool Services,Boerne,TX,http://www.diveinpooltx.com/,"Digital Desert, Review Automation Target, Lead Gen Target, 11-25 Reviews, Home Services / Pool",Google Places,Home Services / Pool,,19,4.8
,,,+12104818467,Preferred Appliance Repair,Boerne,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 11-25 Reviews, Home Services / Appliance Repair",Google Places,Home Services / Appliance Repair,,13,4.2
,,,+12107087269,Vitality Massage,Boerne,TX,https://vitalitymassagetx.com/,"Digital Desert, Review Automation Target, Lead Gen Target, 11-25 Reviews, Beauty / Massage",Google Places,Beauty / Massage,,12,4.7
,,,+12104449497,Angela massage,Boerne,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 6-10 Reviews, Beauty / Massage",Google Places,Beauty / Massage,,6,5
,,,+13196948105,Massage by Julia,Boerne,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 0 Reviews - Highest Priority, Beauty / Massage",Google Places,Beauty / Massage,,0,
,,,+18303753333,Honey Layne Salon & Spa,Boerne,TX,http://honeylaynesalonbtx.com/,"Digital Desert, Review Automation Target, Lead Gen Target, 6-10 Reviews, Beauty / Salon",Google Places,Beauty / Salon,,9,5
,,,+12103945711,Eye Love Brows and Lashes LLC,Boerne,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 0 Reviews - Highest Priority, Beauty / Lash Studio",Google Places,Beauty / Lash Studio,,0,
,,,,Car wash,Boerne,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 1-5 Reviews, Auto Services / Car Wash",Google Places,Auto Services / Car Wash,,1,5
,,,+12103347631,Mata's Concepts,Boerne,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 11-25 Reviews, Auto Services / Body Shop",Google Places,Auto Services / Body Shop,,13,5
,,,,Mexican Food Truck,Boerne,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 6-10 Reviews, Food & Beverage / Food Truck",Google Places,Food & Beverage / Food Truck,,6,5
,,,+17262209598,Mi Paisano #2,Boerne,TX,https://mipaisanotx.com/,"Digital Desert, Review Automation Target, Lead Gen Target, 11-25 Reviews, Food & Beverage / Food Truck",Google Places,Food & Beverage / Food Truck,,25,4.8
,,,+12102182026,The Pavilion Food Park & Event Center,Boerne,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 1-5 Reviews, Food & Beverage / Food Truck",Google Places,Food & Beverage / Food Truck,,1,5
,,,+12105523235,Fugusushi SA,Boerne,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 11-25 Reviews, Food & Beverage / Food Truck",Google Places,Food & Beverage / Food Truck,,24,4.2
,,,+18304314986,GT Food Truck,Boerne,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 1-5 Reviews, Food & Beverage / Food Truck",Google Places,Food & Beverage / Food Truck,,5,4.2
,,,,Oven Lovin' Bakehouse,Boerne,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 1-5 Reviews, Food & Beverage / Bakery",Google Places,Food & Beverage / Bakery,,1,5
,,,+18309299555,Cakes Aweigh,Boerne,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 11-25 Reviews, Food & Beverage / Bakery",Google Places,Food & Beverage / Bakery,,25,4.7
,,,+12102942769,Tacos Losoya's Express,Boerne,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 11-25 Reviews, Food & Beverage / Restaurant",Google Places,Food & Beverage / Restaurant,,14,4.7
,,,,Mi Casa Tamales,Boerne,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 0 Reviews - Highest Priority, Food & Beverage / Tamales",Google Places,Food & Beverage / Tamales,,0,
,,,+12108444129,Topp's Plumbing Co LLC,Schertz,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 11-25 Reviews, Home Services / Plumbing",Google Places,Home Services / Plumbing,,18,4.3
,,,+12106618241,"Gerard Electric, LLC",Schertz,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 11-25 Reviews, Home Services / Electrical",Google Places,Home Services / Electrical,,15,4.9
,,,+18064591314,J G Electric Co,Schertz,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 1-5 Reviews, Home Services / Electrical",Google Places,Home Services / Electrical,,3,3.7
,,,+12102326722,CURTISERVICE,Schertz,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 1-5 Reviews, Home Services / HVAC",Google Places,Home Services / HVAC,,4,5
,,,+12104459640,Alpine Painting & Home Maintenance,Schertz,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 1-5 Reviews, Home Services / Painting",Google Places,Home Services / Painting,,5,5
,,,+18302882453,Terminix,Schertz,TX,https://www.terminix.com/exterminators/tx/cibolo-240652/?utm_source=gmb-listing&utm_medium=organic&utm_campaign=satellite_240652&utm_term=cibolo,"Digital Desert, Review Automation Target, Lead Gen Target, 11-25 Reviews, Home Services / Pest Control",Google Places,Home Services / Pest Control,,21,5
,,,+18309298848,Pure Pools,Schertz,TX,http://purepoolstx.com/,"Digital Desert, Review Automation Target, Lead Gen Target, 11-25 Reviews, Home Services / Pool",Google Places,Home Services / Pool,,16,5
,,,+12102544212,AquaTex Pool Solutions,Schertz,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 6-10 Reviews, Home Services / Pool",Google Places,Home Services / Pool,,10,5
,,,+18305900280,Schertz Appliance Repair Technologies,Schertz,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 1-5 Reviews, Home Services / Appliance Repair",Google Places,Home Services / Appliance Repair,,1,5
,,,+12105515624,Garay Gutters,Schertz,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 1-5 Reviews, Home Services / Gutters",Google Places,Home Services / Gutters,,5,5
,,,+12103066418,Hector's Seamless Rain Gutters,Schertz,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 6-10 Reviews, Home Services / Gutters",Google Places,Home Services / Gutters,,6,4.3
,,,+17263361299,ClearStream Gutter Cleaning,Schertz,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 0 Reviews - Highest Priority, Home Services / Gutters",Google Places,Home Services / Gutters,,0,
,,,+19158200329,Studio 33 Salon,Schertz,TX,https://www.facebook.com/profile.php?id=61551535713780,"Digital Desert, Review Automation Target, Lead Gen Target, 11-25 Reviews, Beauty / Hair Salon",Google Places,Beauty / Hair Salon,,16,5
,,,+12106594290,City of Hair,Schertz,TX,https://www.facebook.com/Cityofhairschertz/,"Digital Desert, Review Automation Target, Lead Gen Target, 11-25 Reviews, Beauty / Hair Salon",Google Places,Beauty / Hair Salon,,17,4.3
,,,+12103147668,Rustic Roots Salon,Schertz,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 11-25 Reviews, Beauty / Hair Salon",Google Places,Beauty / Hair Salon,,23,5
,,,+12102338536,Deedz Cutz Barber & Beauty,Schertz,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 11-25 Reviews, Beauty / Barber",Google Places,Beauty / Barber,,24,5
,,,+17262103320,Zaza Nail & Spa,Schertz,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 11-25 Reviews, Beauty / Nail Salon",Google Places,Beauty / Nail Salon,,15,5
,,,,VELA NAILS & SPA,Schertz,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 1-5 Reviews, Beauty / Nail Salon",Google Places,Beauty / Nail Salon,,3,5
,,,+12104469985,Brow Haus TX,Schertz,TX,https://www.browhaustx.com/,"Digital Desert, Review Automation Target, Lead Gen Target, 11-25 Reviews, Beauty / Lash Studio",Google Places,Beauty / Lash Studio,,11,5
,,,+12102558885,Beauty Mark Tattoo Salon & Suites,Schertz,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 11-25 Reviews, Beauty / Tattoo",Google Places,Beauty / Tattoo,,22,4.6
,,,,San Antonio Rose Tattoo,Schertz,TX,https://www.instagram.com/sanantoniorosetattoo?igsh=MTV2M2xhZDlkYjE0YQ==,"Digital Desert, Review Automation Target, Lead Gen Target, 1-5 Reviews, Beauty / Tattoo",Google Places,Beauty / Tattoo,,1,5
,,,+12102551300,Pan American Tattoo,Schertz,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 11-25 Reviews, Beauty / Tattoo",Google Places,Beauty / Tattoo,,20,4.5
,,,+12103077900,Ink About It Tattoo Studio,Schertz,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 11-25 Reviews, Beauty / Tattoo",Google Places,Beauty / Tattoo,,11,5
,,,+12106850314,Lonestar Tire Service,Schertz,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 11-25 Reviews, Auto Services / Tires",Google Places,Auto Services / Tires,,11,4.5
,,,,CAR WASH,Schertz,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 1-5 Reviews, Auto Services / Car Wash",Google Places,Auto Services / Car Wash,,3,5
,,,+12106590792,Witek Paint & Body,Schertz,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 11-25 Reviews, Auto Services / Body Shop",Google Places,Auto Services / Body Shop,,15,4.3
,,,+12105844080,POP's Custom Auto Body Repair And Restoration,Schertz,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 11-25 Reviews, Auto Services / Body Shop",Google Places,Auto Services / Body Shop,,16,4.9
,,,+18504184733,Jacinda’s Bakery,Schertz,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 1-5 Reviews, Food & Beverage / Bakery",Google Places,Food & Beverage / Bakery,,1,5
,,,+17133529960,Texan Sourdough Company,Schertz,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 1-5 Reviews, Food & Beverage / Bakery",Google Places,Food & Beverage / Bakery,,4,5
,,,,The Blended Bakery,Schertz,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 0 Reviews - Highest Priority, Food & Beverage / Bakery",Google Places,Food & Beverage / Bakery,,0,
,,,+17277094572,"Destiny's Delights- Custom Cakes, Cupcakes, and More",Schertz,TX,http://facebook.com/destinysdelightsmarket,"Digital Desert, Review Automation Target, Lead Gen Target, 11-25 Reviews, Food & Beverage / Bakery",Google Places,Food & Beverage / Bakery,,16,4
,,,,H-E-B Bakery,Schertz,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 1-5 Reviews, Food & Beverage / Bakery",Google Places,Food & Beverage / Bakery,,1,5
,,,+12109770195,Popcorn Piccadilly Ice Cream,Schertz,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 6-10 Reviews, Food & Beverage / Ice Cream",Google Places,Food & Beverage / Ice Cream,,7,5
,,,+12102498777,Michoacán Bajo Cero Plus,Schertz,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 11-25 Reviews, Food & Beverage / Ice Cream",Google Places,Food & Beverage / Ice Cream,,20,5
,,,+18303771726,KD's Janitorial Service LLC | Commercial & Post Construction Cleaning San Antonio TX,Schertz,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 1-5 Reviews, Cleaning / Commercial",Google Places,Cleaning / Commercial,,1,5
,,,+12103900740,Enviro Clean Carpet Cleaning,Schertz,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 1-5 Reviews, Cleaning / Carpet",Google Places,Cleaning / Carpet,,4,3
,,,+12108593333,Full Service Landscaping,Schertz,TX,http://fslandscapingtx.com/,"Digital Desert, Review Automation Target, Lead Gen Target, 11-25 Reviews, Landscaping",Google Places,Landscaping,,21,4.7
,,,+12104200983,Y & G Landscaping and Irrigation,Schertz,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 1-5 Reviews, Landscaping",Google Places,Landscaping,,1,5
,,,+19566430028,Kingdom Turf Company,Schertz,TX,https://business.facebook.com/latest/appointments/appointments_calendar?asset_id=322588677603354,"Digital Desert, Review Automation Target, Lead Gen Target, 6-10 Reviews, Landscaping / Lawn Care",Google Places,Landscaping / Lawn Care,,8,5
,,,,A's Tree Service Schertz .,Schertz,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 6-10 Reviews, Landscaping / Tree",Google Places,Landscaping / Tree,,7,4.4
,,,+12105661570,Little Cowboys and Tiaras Daycare,Schertz,TX,https://m.facebook.com/littlecowboysandtiaras/,"Digital Desert, Review Automation Target, Lead Gen Target, 11-25 Reviews, Childcare / Daycare",Google Places,Childcare / Daycare,,24,4.2
,,,+12105666130,Choo Choo Xpress Daycare and Learning Center,Schertz,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 11-25 Reviews, Childcare / Daycare",Google Places,Childcare / Daycare,,22,3.5
,,,+12105766841,PK's Sewing and Alterations,Schertz,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 6-10 Reviews, Retail / Alterations",Google Places,Retail / Alterations,,6,5
,,,+12108722331,Aguirre Notary Public,Schertz,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 11-25 Reviews, Professional / Notary",Google Places,Professional / Notary,,22,5
,,,+12109436374,Integrity Notary & Family Support Services,Schertz,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 0 Reviews - Highest Priority, Professional / Notary",Google Places,Professional / Notary,,0,
,,,+12105048984,Eleven Hundred Collective Studio,Schertz,TX,http://www.collectivestudiostx.com/,"Digital Desert, Review Automation Target, Lead Gen Target, 11-25 Reviews, Creative / Photography",Google Places,Creative / Photography,,24,4.8
,,,+19562466478,The Booth Studio,Schertz,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 0 Reviews - Highest Priority, Creative / Photography",Google Places,Creative / Photography,,0,
,,,,Divvee,Schertz,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 1-5 Reviews, Food & Beverage / Catering",Google Places,Food & Beverage / Catering,,1,5
,,,,Wild Whisk Catering,Schertz,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 1-5 Reviews, Food & Beverage / Catering",Google Places,Food & Beverage / Catering,,5,4.6
,,,+19073226738,Puppy Bunker LLC,Schertz,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 11-25 Reviews, Pet Services / Grooming",Google Places,Pet Services / Grooming,,13,5
,,,+12109845552,Urban Barkhaus Dog Grooming,Schertz,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 6-10 Reviews, Pet Services / Grooming",Google Places,Pet Services / Grooming,,9,5
,,,+12106590914,Cibolo Creek Kennels,Schertz,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 6-10 Reviews, Pet Services / Boarding",Google Places,Pet Services / Boarding,,6,3.7
,,,+12106580041,Stewart Plumbing Co.,Converse,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 11-25 Reviews, Home Services / Plumbing",Google Places,Home Services / Plumbing,,17,4.2
,,,+15125727832,Andrew Electrical Services,Converse,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 11-25 Reviews, Home Services / Electrical",Google Places,Home Services / Electrical,,14,3.9
,,,+12104127354,Stone Oak Quality Painting and flooring,Converse,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 11-25 Reviews, Home Services / Painting",Google Places,Home Services / Painting,,16,4.4
,,,+12106176476,Leiva painting,Converse,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 0 Reviews - Highest Priority, Home Services / Painting",Google Places,Home Services / Painting,,0,
,,,+18305343470,Handyman Converse TX,Converse,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 1-5 Reviews, Home Services / Handyman",Google Places,Home Services / Handyman,,4,4
,,,+12109088422,Converse Appliance Repair,Converse,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 11-25 Reviews, Home Services / Appliance Repair",Google Places,Home Services / Appliance Repair,,15,5
,,,+18304200699,Conway Appliance Repair Tech,Converse,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 1-5 Reviews, Home Services / Appliance Repair",Google Places,Home Services / Appliance Repair,,2,5
,,,,MAJESTIC SERVICE APPLIANCE REPAIR LLC,Converse,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 1-5 Reviews, Home Services / Appliance Repair",Google Places,Home Services / Appliance Repair,,1,5
,,,+18305900455,Universal City Appliance Repair Tech,Converse,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 1-5 Reviews, Home Services / Appliance Repair",Google Places,Home Services / Appliance Repair,,1,5
,,,+17262559284,San Antonio Appliance Repair Specialists,Converse,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 1-5 Reviews, Home Services / Appliance Repair",Google Places,Home Services / Appliance Repair,,2,5
,,,+12102044220,Palace Gutters,Converse,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 0 Reviews - Highest Priority, Home Services / Gutters",Google Places,Home Services / Gutters,,0,
,,,+12103040365,Drevawns Hair Salon 24/7,Converse,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 6-10 Reviews, Beauty / Hair Salon",Google Places,Beauty / Hair Salon,,7,4.4
,,,+12102486607,Joyous hands Hair Salon,Converse,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 1-5 Reviews, Beauty / Hair Salon",Google Places,Beauty / Hair Salon,,3,5
,,,+12109126684,BARBERSHOP LUXE,Converse,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 0 Reviews - Highest Priority, Beauty / Barber",Google Places,Beauty / Barber,,0,
,,,+12103140997,Edwin The Barber,Converse,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 11-25 Reviews, Beauty / Barber",Google Places,Beauty / Barber,,25,4.7
,,,+12109002464,Healing Hands and Wellness Massage Therapy,Converse,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 1-5 Reviews, Beauty / Massage",Google Places,Beauty / Massage,,1,5
,,,+12109904173,A Healing Place : Massage Therapy,Converse,TX,http://ahealingplacetx.com/,"Digital Desert, Review Automation Target, Lead Gen Target, 1-5 Reviews, Beauty / Massage",Google Places,Beauty / Massage,,4,5
,,,+12543689122,The Salon Hub,Converse,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 1-5 Reviews, Beauty / Lash Studio",Google Places,Beauty / Lash Studio,,1,5
,,,+12102777852,CD Auto Service Mechanic On Duty Wheel Alignments,Converse,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 1-5 Reviews, Auto Services / Repair",Google Places,Auto Services / Repair,,1,5
,,,+12109943301,JB AUTO MOBILE MECHANIC,Converse,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 11-25 Reviews, Auto Services / Repair",Google Places,Auto Services / Repair,,21,4.1
,,,,SA Car Wash,Converse,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 11-25 Reviews, Auto Services / Car Wash",Google Places,Auto Services / Car Wash,,18,3.1
,,,+12104209150,Regal Auto Detailing,Converse,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 6-10 Reviews, Auto Services / Car Wash",Google Places,Auto Services / Car Wash,,8,4.5
,,,,Coopers Car Wash,Converse,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 1-5 Reviews, Auto Services / Car Wash",Google Places,Auto Services / Car Wash,,1,5
,,,+12103167157,Dona Betty - Food Truck,Converse,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 1-5 Reviews, Food & Beverage / Food Truck",Google Places,Food & Beverage / Food Truck,,1,5
,,,+12764941837,Flour Power,Converse,TX,https://www.facebook.com/flourpowertexas,"Digital Desert, Review Automation Target, Lead Gen Target, 0 Reviews - Highest Priority, Food & Beverage / Bakery",Google Places,Food & Beverage / Bakery,,0,
,,,,Tommye ANDERSON,Converse,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 0 Reviews - Highest Priority, Food & Beverage / Ice Cream",Google Places,Food & Beverage / Ice Cream,,0,
,,,+12107213276,Star Cleaning - Cleaning Service,Converse,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 1-5 Reviews, Cleaning / Residential",Google Places,Cleaning / Residential,,2,5
,,,+12104642723,gscleaningserv,Converse,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 1-5 Reviews, Cleaning / Commercial",Google Places,Cleaning / Commercial,,2,5
,,,+12104452143,Laura's Cleaning Services,Converse,TX,https://laurascleaningservices-tx.com/,"Digital Desert, Review Automation Target, Lead Gen Target, 11-25 Reviews, Cleaning / Commercial",Google Places,Cleaning / Commercial,,12,5
,,,+12106614040,Cougar Division of Puma Inc,Converse,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 6-10 Reviews, Cleaning / Pressure Washing",Google Places,Cleaning / Pressure Washing,,6,5
,,,+19795574204,ALR Pressure Washing & Lawn Service,Converse,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 1-5 Reviews, Cleaning / Pressure Washing",Google Places,Cleaning / Pressure Washing,,1,5
,,,+12106093393,Tactical Yards,Converse,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 11-25 Reviews, Landscaping / Lawn Care",Google Places,Landscaping / Lawn Care,,12,4.9
,,,+12107225016,Paloma Lawn Care,Converse,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 1-5 Reviews, Landscaping / Lawn Care",Google Places,Landscaping / Lawn Care,,2,3
,,,+12106858933,Byron Tree Service,Converse,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 11-25 Reviews, Landscaping / Tree",Google Places,Landscaping / Tree,,12,5
,,,+12106627010,Stepping Stones Learning/Dev. Center,Converse,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 11-25 Reviews, Childcare / Daycare",Google Places,Childcare / Daycare,,25,4.6
,,,+12102488005,Charmayne's Daycare 2,Converse,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 1-5 Reviews, Childcare / Daycare",Google Places,Childcare / Daycare,,1,5
,,,+12106587001,Shady Oaks Learning Center,Converse,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 11-25 Reviews, Childcare / Daycare",Google Places,Childcare / Daycare,,11,4.3
,,,,Cloeys daycare designed by God,Converse,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 1-5 Reviews, Childcare / Daycare",Google Places,Childcare / Daycare,,4,5
,,,+12107070087,Tiny Disciples At The Center,Converse,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 0 Reviews - Highest Priority, Childcare / Daycare",Google Places,Childcare / Daycare,,0,
,,,+12105951089,Learn N' Play Clubhouse,Converse,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 11-25 Reviews, Childcare / Daycare",Google Places,Childcare / Daycare,,24,4.8
,,,+12102489764,Trusting Hands Learning Center,Converse,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 11-25 Reviews, Childcare / Daycare",Google Places,Childcare / Daycare,,17,5
,,,+12108463636,Self Serve Laundry,Converse,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 11-25 Reviews, Retail / Laundromat",Google Places,Retail / Laundromat,,15,2.9
,,,+19545580432,Landeros Remote Notary Services,Converse,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 1-5 Reviews, Professional / Notary",Google Places,Professional / Notary,,2,5
,,,+12105715820,Gp Notary Services,Converse,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 6-10 Reviews, Professional / Notary",Google Places,Professional / Notary,,8,5
,,,+12104711602,24/7 Sandoval Mobile Notary & Tax Service,Converse,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 11-25 Reviews, Professional / Notary",Google Places,Professional / Notary,,18,4.6
,,,+12108228688,Vicky's pet salon,Converse,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 1-5 Reviews, Pet Services / Grooming",Google Places,Pet Services / Grooming,,2,5
,,,+18303932480,Sralla's Electric,Floresville,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 11-25 Reviews, Home Services / Electrical",Google Places,Home Services / Electrical,,12,3.5
,,,+18303937202,Floresville Electric Light,Floresville,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 6-10 Reviews, Home Services / Electrical",Google Places,Home Services / Electrical,,6,4.7
,,,,Floresville Electric Light & Power System,Floresville,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 0 Reviews - Highest Priority, Home Services / Electrical",Google Places,Home Services / Electrical,,0,
,,,+18302162429,Bryan Air Conditioning & Heating,Floresville,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 6-10 Reviews, Home Services / HVAC",Google Places,Home Services / HVAC,,10,4.3
,,,+12107272009,Air Pioneer Refrigeration and Air Conditioning,Floresville,TX,https://www.facebook.com/airpioneerNB,"Digital Desert, Review Automation Target, Lead Gen Target, 1-5 Reviews, Home Services / HVAC",Google Places,Home Services / HVAC,,3,5
,,,+18304806333,DIAMOND SAK LLC,Floresville,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 11-25 Reviews, Home Services / HVAC",Google Places,Home Services / HVAC,,17,5
,,,+18303934700,Tommy Johnson Air Conditioning,Floresville,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 1-5 Reviews, Home Services / HVAC",Google Places,Home Services / HVAC,,4,5
,,,+12103927099,Orona Roofing and Remodeling,Floresville,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 11-25 Reviews, Home Services / Roofing",Google Places,Home Services / Roofing,,11,5
,,,+12108349769,Chavez & Sons Painting,Floresville,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, 0 Reviews - Highest Priority, Home Services / Painting",Google Places,Home Services / Painting,,0,
