First Name,Last Name,Email,Phone,Company Name,City,State,Website,Tags,Source,ICP Category,Contact Title,Review Count,Rating
,,,+18303691383,"BP Electrical Services, LLC",New Braunfels,TX,https://www.bpelectricalservicestx.com/,"Digital Desert, Review Automation Target, Lead Gen Target, Home Services / Electrical",Google Places,Home Services / Electrical,,6,5
,,,+15128067129,First Choice Painting Texas,New Braunfels,TX,https://firstchoicehomeservicestx.com/,"Digital Desert, Review Automation Target, Lead Gen Target, Home Services / Painting",Google Places,Home Services / Painting,,14,5
,,,+19362156475,Franklin Paint Management,New Braunfels,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Home Services / Painting",Google Places,Home Services / Painting,,1,5
,,,,Color Joy Painters,New Braunfels,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Home Services / Painting",Google Places,Home Services / Painting,,0,
,,,+19362156475,Sierra Building Finishes,New Braunfels,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Home Services / Painting",Google Places,Home Services / Painting,,1,5
,,,+18666033335,"Home Repairs Handyman New Braunfels, TX",New Braunfels,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Home Services / Handyman",Google Places,Home Services / Handyman,,8,4.5
,,,+15124107075,David's Handyman Service,New Braunfels,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Home Services / Handyman",Google Places,Home Services / Handyman,,4,3.5
,,,+18306261800,Monitor Pest Control,New Braunfels,TX,https://www.monitorpestcontroltx.com/,"Digital Desert, Review Automation Target, Lead Gen Target, Home Services / Pest Control",Google Places,Home Services / Pest Control,,0,
,,,+18306258116,Area Wide Termite & Pest Control,New Braunfels,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Home Services / Pest Control",Google Places,Home Services / Pest Control,,5,5
,,,+18303087443,garagedoorrepairnewbraunfelstx,New Braunfels,TX,https://garagedoorrepairnewbraunfelstx.com/spring-repair.html,"Digital Desert, Review Automation Target, Lead Gen Target, Home Services / Garage Door",Google Places,Home Services / Garage Door,,4,4
,,,+12105049152,Change Garage Panels,New Braunfels,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Home Services / Garage Door",Google Places,Home Services / Garage Door,,1,5
,,,,Recovery Massage Therapy,New Braunfels,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Beauty / Massage",Google Places,Beauty / Massage,,15,5
,,,+18307087820,Rooted & Refined Beauty Lounge,New Braunfels,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Beauty / Salon",Google Places,Beauty / Salon,,3,5
,,,+18306434760,Amor Lash Lounge,New Braunfels,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Beauty / Lash Studio",Google Places,Beauty / Lash Studio,,1,5
,,,+18302379425,Twins Automotive Shop,New Braunfels,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Auto Services / Repair",Google Places,Auto Services / Repair,,0,
,,,+18303210306,Clean Werks Car Wash - Business 35,New Braunfels,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Auto Services / Car Wash",Google Places,Auto Services / Car Wash,,4,4.3
,,,,H-E-B Wash,New Braunfels,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Auto Services / Car Wash",Google Places,Auto Services / Car Wash,,6,3.7
,,,+18302140982,Erick’s Tacos & Fruteria #2,New Braunfels,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Food & Beverage / Taqueria",Google Places,Food & Beverage / Taqueria,,10,4.6
,,,,Nana's Kitchen,New Braunfels,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Food & Beverage / Food Truck",Google Places,Food & Beverage / Food Truck,,15,4.7
,,,+16264666203,Le Chocolat Pâtisseries,New Braunfels,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Food & Beverage / Bakery",Google Places,Food & Beverage / Bakery,,0,
,,,,Cakes To Remember,New Braunfels,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Food & Beverage / Bakery",Google Places,Food & Beverage / Bakery,,7,5
,,,+18307082955,Pocketful of Sugar,New Braunfels,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Food & Beverage / Bakery",Google Places,Food & Beverage / Bakery,,6,5
,,,+13345953952,Dough Bunny Bakery,New Braunfels,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Food & Beverage / Bakery",Google Places,Food & Beverage / Bakery,,0,
,,,+18178215107,Cakes By Danielle- All About The Cake,New Braunfels,TX,http://facebook.com/cakesbydaniellenewbraunfels,"Digital Desert, Review Automation Target, Lead Gen Target, Food & Beverage / Bakery",Google Places,Food & Beverage / Bakery,,10,3.3
,,,+18307432009,Fantastic Clean,New Braunfels,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Cleaning / Residential",Google Places,Cleaning / Residential,,2,5
,,,+18305150050,Perfection House Cleaning,New Braunfels,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Cleaning / Residential",Google Places,Cleaning / Residential,,5,3.4
,,,+18303600228,A Guy & A Gal Landscaping,New Braunfels,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Landscaping",Google Places,Landscaping,,9,5
,,,+18306294444,Johnny Savier Cert Arborist Tree Service New Braunfels,New Braunfels,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Landscaping / Tree",Google Places,Landscaping / Tree,,1,5
,,,+18307437333,J.A.K Tree Care,New Braunfels,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Landscaping / Tree",Google Places,Landscaping / Tree,,2,5
,,,+15125575427,Loyal Landscape and Tree Service,New Braunfels,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Landscaping / Tree",Google Places,Landscaping / Tree,,9,5
,,,,TNS Fence NB,New Braunfels,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Home Services / Fencing",Google Places,Home Services / Fencing,,3,3.7
,,,+18302707643,Central Texas Construction Works,New Braunfels,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Home Services / Fencing",Google Places,Home Services / Fencing,,6,5
,,,+18305000957,Action Autogate & Fence,New Braunfels,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Home Services / Fencing",Google Places,Home Services / Fencing,,9,4.6
,,,+18308374487,OBSIDIAN Notary Public LLC,New Braunfels,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Professional / Notary",Google Places,Professional / Notary,,2,5
,,,+18303127020,DALILA PLATA FAST TAX AND INSURANCE,New Braunfels,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Professional / Notary",Google Places,Professional / Notary,,11,4.4
,,,+18304812354,Bluebonnet Notary,New Braunfels,TX,https://bbnotarytx.com/,"Digital Desert, Review Automation Target, Lead Gen Target, Professional / Notary",Google Places,Professional / Notary,,0,
,,,+18303035442,Advantage Plumbing,Seguin,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Home Services / Plumbing",Google Places,Home Services / Plumbing,,7,5
,,,+12107232649,A & B Rooter Sewer Drain & Plumbing Service,Seguin,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Home Services / Plumbing",Google Places,Home Services / Plumbing,,11,5
,,,+18303797394,Mc Call Plumbing,Seguin,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Home Services / Plumbing",Google Places,Home Services / Plumbing,,6,4.3
,,,+18306605844,D H Plumbing & Repair Services,Seguin,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Home Services / Plumbing",Google Places,Home Services / Plumbing,,3,3.7
,,,+12104362092,Advanced Electrical Contractors,Seguin,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Home Services / Electrical",Google Places,Home Services / Electrical,,10,3.9
,,,+18306607124,RTX Electric,Seguin,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Home Services / Electrical",Google Places,Home Services / Electrical,,11,3.5
,,,+18303052987,Santos Electrical,Seguin,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Home Services / Electrical",Google Places,Home Services / Electrical,,0,
,,,+18304330064,Advanced Electrical Services,Seguin,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Home Services / Electrical",Google Places,Home Services / Electrical,,0,
,,,+15127667049,Wolf Roofing & Renovations,Seguin,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Home Services / Roofing",Google Places,Home Services / Roofing,,7,4.4
,,,,AJ Roofing & Construction,Seguin,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Home Services / Roofing",Google Places,Home Services / Roofing,,2,5
,,,+18303725405,Kirk Roofing,Seguin,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Home Services / Roofing",Google Places,Home Services / Roofing,,3,5
,,,+15125656860,armadospainting,Seguin,TX,https://www.facebook.com/profile.php?id=100090031808871,"Digital Desert, Review Automation Target, Lead Gen Target, Home Services / Painting",Google Places,Home Services / Painting,,5,5
,,,+12107249626,Professional Coating By Luis,Seguin,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Home Services / Painting",Google Places,Home Services / Painting,,6,4.3
,,,+18302504028,Premier Industrial Services,Seguin,TX,https://www.premierindustrialservicestx.com/,"Digital Desert, Review Automation Target, Lead Gen Target, Home Services / Painting",Google Places,Home Services / Painting,,1,5
,,,+18308656459,blazing fast Handyman Service,Seguin,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Home Services / Handyman",Google Places,Home Services / Handyman,,1,5
,,,+18304225682,Seguin Home Services,Seguin,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Home Services / Handyman",Google Places,Home Services / Handyman,,3,3.7
,,,+18305565432,"Rene’s Lawn Care, Landscaping & Handyman LLC",Seguin,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Home Services / Handyman",Google Places,Home Services / Handyman,,11,5
,,,+16152607087,To Do List Demolition,Seguin,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Home Services / Handyman",Google Places,Home Services / Handyman,,5,4.8
,,,+18302725938,Strouhal's Pest Control,Seguin,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Home Services / Pest Control",Google Places,Home Services / Pest Control,,11,4.7
,,,+18302431514,The beauty studio,Seguin,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Beauty / Hair Salon",Google Places,Beauty / Hair Salon,,5,5
,,,,Sotelo & Company Salon and Spa,Seguin,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Beauty / Hair Salon",Google Places,Beauty / Hair Salon,,8,5
,,,,Beauty Around the Bend Salon,Seguin,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Beauty / Hair Salon",Google Places,Beauty / Hair Salon,,0,
,,,,CutsByU,Seguin,TX,https://www.facebook.com/share/1U7PaMgcr3/?mibextid=wwXIfr,"Digital Desert, Review Automation Target, Lead Gen Target, Beauty / Barber",Google Places,Beauty / Barber,,3,5
,,,+18305565545,The O Zone Barbershop,Seguin,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Beauty / Barber",Google Places,Beauty / Barber,,15,2.9
,,,+18302437040,Cut N Crüe,Seguin,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Beauty / Barber",Google Places,Beauty / Barber,,15,5
,,,+18306243970,Enhance Studio,Seguin,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Beauty / Nail Salon",Google Places,Beauty / Nail Salon,,5,5
,,,+18303793248,Body Balance Massage,Seguin,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Beauty / Massage",Google Places,Beauty / Massage,,8,4.9
,,,+18303725274,Ignasiak Janet A,Seguin,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Beauty / Massage",Google Places,Beauty / Massage,,2,5
,,,+17133988446,"Namaste Massage- Seguin (Allison Medford, LMT)",Seguin,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Beauty / Massage",Google Places,Beauty / Massage,,6,4.3
,,,+12547097187,Mills Esthetics,Seguin,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Beauty / Massage",Google Places,Beauty / Massage,,11,5
,,,+15128179446,Mily Beauty Salon,Seguin,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Beauty / Salon",Google Places,Beauty / Salon,,8,5
,,,,Car Wash,Seguin,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Auto Services / Car Wash",Google Places,Auto Services / Car Wash,,11,3.7
,,,+18303580426,A & R Body and Paint,Seguin,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Auto Services / Body Shop",Google Places,Auto Services / Body Shop,,4,5
,,,+18308373877,G&Z Collision Center,Seguin,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Auto Services / Body Shop",Google Places,Auto Services / Body Shop,,8,4.9
,,,+18303033755,Double D Auto Ranch,Seguin,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Auto Services / Body Shop",Google Places,Auto Services / Body Shop,,10,4.7
,,,+18304069916,Carnitas Uruapan En Seguin,Seguin,TX,https://www.facebook.com/carnitas.uruapan.en.seguin/,"Digital Desert, Review Automation Target, Lead Gen Target, Food & Beverage / Taqueria",Google Places,Food & Beverage / Taqueria,,5,5
,,,+18302432376,Mi Chula’s Taco Stand,Seguin,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Food & Beverage / Taqueria",Google Places,Food & Beverage / Taqueria,,4,4.8
,,,+18307436241,Bear and Beans Asian Cuisine,Seguin,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Food & Beverage / Food Truck",Google Places,Food & Beverage / Food Truck,,13,4.8
,,,+18302352912,Guanatos Mexican Food Truck,Seguin,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Food & Beverage / Food Truck",Google Places,Food & Beverage / Food Truck,,1,5
,,,+12104269339,Schnitzel It Food Trailer,Seguin,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Food & Beverage / Food Truck",Google Places,Food & Beverage / Food Truck,,8,5
,,,+18305572369,Tacos Tampico,Seguin,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Food & Beverage / Food Truck",Google Places,Food & Beverage / Food Truck,,6,5
,,,+18179646197,Blush & Butter,Seguin,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Food & Beverage / Bakery",Google Places,Food & Beverage / Bakery,,0,
,,,+15127833681,Gery's Delights,Seguin,TX,https://www.facebook.com/geraldine.contreras.37051/,"Digital Desert, Review Automation Target, Lead Gen Target, Food & Beverage / Bakery",Google Places,Food & Beverage / Bakery,,5,4.2
,,,,Three Crumbs Bakery,Seguin,TX,https://www.facebook.com/share/18gPYMAp6k/?mibextid=wwXIfr,"Digital Desert, Review Automation Target, Lead Gen Target, Food & Beverage / Bakery",Google Places,Food & Beverage / Bakery,,3,5
,,,+18306663076,Heather's housekeeping,Seguin,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Cleaning / Residential",Google Places,Cleaning / Residential,,0,
,,,+18303272646,Crystal Clean Cleaning Services,Seguin,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Cleaning / Residential",Google Places,Cleaning / Residential,,1,5
,,,+12103049314,DBM Landscape,Seguin,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Landscaping",Google Places,Landscaping,,15,4.5
,,,+18303725720,Geronimo Creek Landscape Inc,Seguin,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Landscaping",Google Places,Landscaping,,4,5
,,,+19565267322,Garza landscape and junk removal,Seguin,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Landscaping / Lawn Care",Google Places,Landscaping / Lawn Care,,10,5
,,,+18303520041,Alln1Services,Seguin,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Landscaping / Lawn Care",Google Places,Landscaping / Lawn Care,,10,5
,,,+12105498733,New Heights Tree Service Inc.,Seguin,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Landscaping / Tree",Google Places,Landscaping / Tree,,10,5
,,,+18307089065,Kolbe Land Company,Seguin,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Home Services / Fencing",Google Places,Home Services / Fencing,,7,5
,,,+18303034283,Gate Tech Supply,Seguin,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Home Services / Fencing",Google Places,Home Services / Fencing,,5,2.6
,,,+18303037729,Friedens Early Learning Academy,Seguin,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Childcare / Daycare",Google Places,Childcare / Daycare,,10,4.2
,,,+18303723509,Community Child Development,Seguin,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Childcare / Daycare",Google Places,Childcare / Daycare,,10,4
,,,,Seguin Head Start Center,Seguin,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Childcare / Daycare",Google Places,Childcare / Daycare,,1,5
,,,,The Fish Pond Palace,Seguin,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Childcare / Daycare",Google Places,Childcare / Daycare,,3,2.3
,,,+12102584178,SouthWestTexasMovers,Seguin,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Moving & Storage",Google Places,Moving & Storage,,2,4.5
,,,,24 Hour Laundromat,Seguin,TX,,"Digital Desert, Review Automation Target, Lead Gen Target, Retail / Laundromat",Google Places,Retail / Laundromat,,2,2
